Year,Component,Water type,Main soil type region,Company type,Season,Number of companies,Gem,Std,P10,P25,P50,P75,P90,Unit,DG,Perc dg,Jaar,Watertype,Hoofdgrondsoort regio,Bedrijfstype,Seizoen,Aantal bedrijven,Eenheid
2022,Aluminum (Al),ditch water,peat,dairy cattle,summer,54,25,22,<dg,<dg,19,40,59,µg/l,10,31,,,,,,,
2022,Aluminum (Al),ditch water,peat,dairy cattle,winter,55,155,196,21,38,86,223,310,µg/l,10,7.3,,,,,,,
2022,Aluminum (Al),ditch water,peat,all,winter,55,155,196,21,38,86,223,310,µg/l,10,7.3,,,,,,,
2022,Aluminum (Al),ditch water,peat,all,summer,54,25,22,<dg,<dg,19,40,59,µg/l,10,31,,,,,,,
2022,Aluminum (Al),ditch water,sand,arable farming,winter,19,449,341,79,112,551,687,730,µg/l,10,5.3,,,,,,,
2022,Aluminum (Al),ditch water,sand,arable farming,summer,15,72,54,<dg,35,64,88,168,µg/l,10,20,,,,,,,
2022,Aluminum (Al),ditch water,sand,dairy cattle,winter,31,489,358,36,218,444,713,985,µg/l,10,3.2,,,,,,,
2022,Aluminum (Al),ditch water,sand,dairy cattle,summer,26,99,144,<dg,<dg,23,93,350,µg/l,10,27,,,,,,,
2022,Aluminum (Al),ditch water,sand,all,winter,59,496,442,25,104,454,685,984,µg/l,10,5.1,,,,,,,
2022,Aluminum (Al),ditch water,sand,all,summer,49,118,140,<dg,15,64,193,344,µg/l,10,27,,,,,,,
2022,Ammonium (NH4),leaching water,clay,arable farming,winter,30,0.59,0.71,0.08,0.14,0.32,0.56,17,mg/l,0.06,0,,,,,,,
2022,Ammonium (NH4),leaching water,clay,dairy cattle,winter,58,0.99,11,0.1,0.23,0.63,14,24,mg/l,0.06,17,,,,,,,
2022,Ammonium (NH4),leaching water,clay,animal farm,winter,13,0.92,0.95,0.14,0.15,0.33,21,23,mg/l,0.06,0,,,,,,,
2022,Ammonium (NH4),leaching water,clay,all,winter,101,0.8,0.97,0.1,0.17,0.36,0.98,22,mg/l,0.06,0.99,,,,,,,
2022,Ammonium (NH4),leaching water,loess,arable farming,winter,19,0.07,0.1,<dg,<dg,<dg,0.11,0.19,mg/l,0.06,58,,,,,,,
2022,Ammonium (NH4),leaching water,loess,dairy cattle,winter,20,0.07,0.07,<dg,<dg,0.07,0.11,0.16,mg/l,0.06,45,,,,,,,
2022,Ammonium (NH4),leaching water,loess,all,winter,48,0.09,0.13,<dg,<dg,0.07,0.13,0.19,mg/l,0.06,46,,,,,,,
2022,Ammonium (NH4),leaching water,peat,dairy cattle,winter,55,4.7,3.8,0.87,1.8,3.6,6.7,9.6,mg/l,0.06,0,,,,,,,
2022,Ammonium (NH4),leaching water,peat,all,winter,55,4.7,3.8,0.87,1.8,3.6,6.7,9.6,mg/l,0.06,0,,,,,,,
2022,Ammonium (NH4),ditch water,clay,arable farming,winter,30,0.79,0.86,0.15,0.2,0.4,11,1.8,mg/l,0.06,0,,,,,,,
2022,Ammonium (NH4),ditch water,clay,arable farming,summer,29,1.6,21,0.17,0.3,0.61,2,5.5,mg/l,0.06,0,,,,,,,
2022,Ammonium (NH4),ditch water,clay,dairy cattle,summer,52,1,1.6,0.07,0.1,0.21,11,3,mg/l,0.06,3.8,,,,,,,
2022,Ammonium (NH4),ditch water,clay,dairy cattle,winter,57,14,12,0.24,0.49,0.99,1.8,3,mg/l,0.06,0,,,,,,,
2022,Ammonium (NH4),ditch water,clay,animal farm,winter,13,0.91,0.82,0.19,0.25,0.56,11,24,mg/l,0.06,0,,,,,,,
2022,Ammonium (NH4),ditch water,clay,animal farm,summer,12,0.61,1.8,<dg,0.1,0.13,0.34,0.8,mg/l,0.06,8.3,,,,,,,
2022,Ammonium (NH4),ditch water,clay,all,summer,93,12,19,0.09,0.15,0.35,14,4.2,mg/l,0.06,3.2,,,,,,,
2022,Ammonium (NH4),ditch water,clay,all,winter,100,11,11,0.16,0.27,0.69,1.5,2.5,mg/l,0.06,0,,,,,,,
2022,Ammonium (NH4),ditch water,peat,dairy cattle,winter,55,19,14,0.44,0.91,14,2.5,3.6,mg/l,0.06,0,,,,,,,
2022,Ammonium (NH4),ditch water,peat,dairy cattle,summer,54,0.5,0.8,<dg,0.09,0.15,0.65,14,mg/l,0.06,11,,,,,,,
2022,Ammonium (NH4),ditch water,peat,all,winter,55,19,14,0.44,0.91,14,2.5,3.6,mg/l,0.06,0,,,,,,,
2022,Ammonium (NH4),ditch water,peat,all,summer,54,0.5,0.8,<dg,0.09,0.15,0.65,14,mg/l,0.06,11,,,,,,,
2022,Ammonium (NH4),ditch water,sand,arable farming,summer,15,2.8,7.5,0.16,0.25,0.46,13,13,mg/l,0.06,0,,,,,,,
2022,Ammonium (NH4),ditch water,sand,arable farming,winter,19,17,1.8,0.17,0.25,13,2.5,31,mg/l,0.06,0,,,,,,,
2022,Ammonium (NH4),ditch water,sand,dairy cattle,winter,31,13,13,0.17,0.48,0.72,17,33,mg/l,0.06,0,,,,,,,
2022,Ammonium (NH4),ditch water,sand,dairy cattle,summer,26,0.81,12,0.08,0.09,0.33,0.91,23,mg/l,0.06,3.8,,,,,,,
2022,Ammonium (NH4),ditch water,sand,all,summer,49,1.6,4,0.07,0.15,0.38,1.8,4.5,mg/l,0.06,2,,,,,,,
2022,Ammonium (NH4),ditch water,sand,all,winter,59,13,13,0.18,0.37,0.81,1.8,31,mg/l,0.06,0,,,,,,,
2022,Ammonium (NH4),leaching water,sand,arable farming,summer,36,13,19,0.07,0.15,0.42,17,4.1,mg/l,0.06,5.6,,,,,,,
2022,Ammonium (NH4),leaching water,sand,dairy cattle,summer,147,13,1.6,0.1,0.21,0.65,1.6,3.2,mg/l,0.06,14,,,,,,,
2022,Ammonium (NH4),leaching water,sand,animal farm,summer,32,12,22,0.11,0.17,0.34,0.97,3.5,mg/l,0.06,0,,,,,,,
2022,Ammonium (NH4),leaching water,sand,all,summer,215,13,1.8,0.09,0.17,0.47,1.5,3.6,mg/l,0.06,19,,,,,,,
2022,Arsenic (As),leaching water,clay,arable farming,winter,30,3.9,4.6,0.78,11,1.8,4.5,9.1,µg/l,0.2,0,,,,,,,
2022,Arsenic (As),leaching water,clay,dairy cattle,winter,58,5.7,3.8,14,24,5.3,7.7,11,µg/l,0.2,0,,,,,,,
2022,Arsenic (As),leaching water,clay,animal farm,winter,13,4.6,4.9,0.89,19,2.7,5.8,9.6,µg/l,0.2,0,,,,,,,
2022,Arsenic (As),leaching water,clay,all,winter,101,4.7,4.4,0.83,1.5,3.5,6.9,10,µg/l,0.2,0,,,,,,,
2022,Arsenic (As),leaching water,loess,arable farming,winter,19,0.25,0.32,<dg,<dg,<dg,0.24,0.36,µg/l,0.2,47,,,,,,,
2022,Arsenic (As),leaching water,loess,dairy cattle,winter,20,0.22,<dg,<dg,<dg,0.21,0.27,0.41,µg/l,0.2,40,,,,,,,
2022,Arsenic (As),leaching water,loess,all,winter,48,0.29,0.33,<dg,<dg,0.21,0.3,0.53,µg/l,0.2,42,,,,,,,
2022,Arsenic (As),leaching water,peat,dairy cattle,winter,55,4.3,31,17,23,3.7,4.6,8.9,µg/l,0.2,0,,,,,,,
2022,Arsenic (As),leaching water,peat,all,winter,55,4.3,31,17,23,3.7,4.6,8.9,µg/l,0.2,0,,,,,,,
2022,Arsenic (As),leaching water,sand,arable farming,summer,36,2.9,22,0.58,12,24,3.6,6.2,µg/l,0.2,2.8,,,,,,,
2022,Arsenic (As),leaching water,sand,dairy cattle,summer,147,5.2,5.7,0.81,1.5,31,7.1,11,µg/l,0.2,0.68,,,,,,,
2022,Arsenic (As),leaching water,sand,animal farm,summer,32,3.5,3.5,11,1.5,19,4.4,6.9,µg/l,0.2,0,,,,,,,
2022,Arsenic (As),leaching water,sand,all,summer,215,4.3,4.8,0.78,14,2.8,5.5,9.1,µg/l,0.2,0.93,,,,,,,
2022,Arsenic (As),ditch water,clay,arable farming,summer,29,15,19,2.7,3.8,6.9,19,31,µg/l,0.2,0,,,,,,,
2022,Arsenic (As),ditch water,clay,arable farming,winter,30,3.8,3.6,0.81,0.94,21,6,7.5,µg/l,0.2,0,,,,,,,
2022,Arsenic (As),ditch water,clay,dairy cattle,summer,52,7.3,5.6,14,19,6.4,11,14,µg/l,0.2,0,,,,,,,
2022,Arsenic (As),ditch water,clay,dairy cattle,winter,57,3.5,2.5,0.9,14,2.6,5.4,7.2,µg/l,0.2,0,,,,,,,
2022,Arsenic (As),ditch water,clay,animal farm,winter,13,22,2.8,0.97,12,13,1.5,4.1,µg/l,0.2,0,,,,,,,
2022,Arsenic (As),ditch water,clay,animal farm,summer,12,3.9,3.7,12,14,24,5.2,9.8,µg/l,0.2,0,,,,,,,
2022,Arsenic (As),ditch water,clay,all,summer,93,10,14,1.5,2.6,6,12,23,µg/l,0.2,0,,,,,,,
2022,Arsenic (As),ditch water,clay,all,winter,100,3.5,31,0.82,11,21,5.3,7.5,µg/l,0.2,0,,,,,,,
2022,Arsenic (As),ditch water,peat,dairy cattle,winter,55,1.8,1.5,0.88,12,1.5,2,2.9,µg/l,0.2,0,,,,,,,
2022,Arsenic (As),ditch water,peat,dairy cattle,summer,54,2.6,3,0.79,11,19,34,4.1,µg/l,0.2,0,,,,,,,
2022,Arsenic (As),ditch water,peat,all,summer,54,2.6,3,0.79,11,19,34,4.1,µg/l,0.2,0,,,,,,,
2022,Arsenic (As),ditch water,peat,all,winter,55,1.8,1.5,0.88,12,1.5,2,2.9,µg/l,0.2,0,,,,,,,
2022,Arsenic (As),ditch water,sand,arable farming,winter,19,14,0.72,0.68,0.78,1.5,1.8,22,µg/l,0.2,0,,,,,,,
2022,Arsenic (As),ditch water,sand,arable farming,summer,15,17,12,0.67,0.77,11,2.5,3.6,µg/l,0.2,0,,,,,,,
2022,Arsenic (As),ditch water,sand,dairy cattle,summer,26,33,3.5,0.63,11,1.6,5.4,8.2,µg/l,0.2,3.8,,,,,,,
2022,Arsenic (As),ditch water,sand,dairy cattle,winter,31,1.8,11,0.72,11,1.6,22,2.9,µg/l,0.2,0,,,,,,,
2022,Arsenic (As),ditch water,sand,all,summer,49,2.8,2.9,0.41,0.74,1.6,3.6,7.9,µg/l,0.2,2,,,,,,,
2022,Arsenic (As),ditch water,sand,all,winter,59,1.5,1,0.53,0.79,14,1.8,2.9,µg/l,0.2,0,,,,,,,
2022,Barium (Ba),leaching water,clay,arable farming,winter,30,16,15,3.9,5,9.1,24,41,µg/l,1,0,,,,,,,
2022,Barium (Ba),leaching water,clay,dairy cattle,winter,58,40,48,34,6.3,14,65,126,µg/l,1,0,,,,,,,
2022,Barium (Ba),leaching water,clay,animal farm,winter,13,48,34,4.5,9.9,54,79,98,µg/l,1,0,,,,,,,
2022,Barium (Ba),leaching water,clay,all,winter,101,30,37,3.9,5.5,12,42,90,µg/l,1,0,,,,,,,
2022,Barium (Ba),ditch water,clay,arable farming,summer,29,33,28,4.5,12,22,55,81,µg/l,1,0,,,,,,,
2022,Barium (Ba),ditch water,clay,arable farming,winter,30,20,20,3.2,5.5,12,30,51,µg/l,1,0,,,,,,,
2022,Barium (Ba),ditch water,clay,dairy cattle,summer,52,29,30,4,7.2,17,46,61,µg/l,1,0,,,,,,,
2022,Barium (Ba),ditch water,clay,dairy cattle,winter,57,28,28,4,6.3,17,42,70,µg/l,1,0,,,,,,,
2022,Barium (Ba),ditch water,clay,animal farm,winter,13,37,23,5,14,40,59,63,µg/l,1,0,,,,,,,
2022,Barium (Ba),ditch water,clay,animal farm,summer,12,33,16,8,25,32,50,52,µg/l,1,0,,,,,,,
2022,Barium (Ba),ditch water,clay,all,winter,100,26,25,3.9,6.2,16,39,59,µg/l,1,0,,,,,,,
2022,Barium (Ba),ditch water,clay,all,summer,93,31,28,4.5,8.4,22,48,72,µg/l,1,0,,,,,,,
2022,Barium (Ba),ditch water,peat,dairy cattle,winter,55,40,20,17,21,37,53,72,µg/l,1,0,,,,,,,
2022,Barium (Ba),ditch water,peat,dairy cattle,summer,54,39,17,19,28,36,47,56,µg/l,1,0,,,,,,,
2022,Barium (Ba),ditch water,peat,all,winter,55,40,20,17,21,37,53,72,µg/l,1,0,,,,,,,
2022,Barium (Ba),ditch water,peat,all,summer,54,39,17,19,28,36,47,56,µg/l,1,0,,,,,,,
2022,Barium (Ba),ditch water,sand,arable farming,winter,19,55,20,29,41,53,65,82,µg/l,1,0,,,,,,,
2022,Barium (Ba),ditch water,sand,arable farming,summer,15,34,9.8,24,25,32,43,49,µg/l,1,0,,,,,,,
2022,Barium (Ba),ditch water,sand,dairy cattle,summer,26,36,20,18,23,31,50,66,µg/l,1,0,,,,,,,
2022,Barium (Ba),ditch water,sand,dairy cattle,winter,31,40,21,21,27,33,50,62,µg/l,1,0,,,,,,,
2022,Barium (Ba),ditch water,sand,all,summer,49,37,19,18,24,32,50,68,µg/l,1,0,,,,,,,
2022,Barium (Ba),ditch water,sand,all,winter,59,45,21,25,31,44,59,69,µg/l,1,0,,,,,,,
2022,Barium (Ba),leaching water,loess,arable farming,winter,19,20,15,8.2,10,13,25,43,µg/l,1,0,,,,,,,
2022,Barium (Ba),leaching water,loess,dairy cattle,winter,20,15,11,8,9.2,13,15,22,µg/l,1,0,,,,,,,
2022,Barium (Ba),leaching water,loess,all,winter,48,18,13,7.9,9.5,13,18,41,µg/l,1,0,,,,,,,
2022,Barium (Ba),leaching water,peat,dairy cattle,winter,55,75,44,27,40,71,104,134,µg/l,1,0,,,,,,,
2022,Barium (Ba),leaching water,peat,all,winter,55,75,44,27,40,71,104,134,µg/l,1,0,,,,,,,
2022,Barium (Ba),leaching water,sand,arable farming,summer,36,83,39,40,50,78,105,145,µg/l,1,0,,,,,,,
2022,Barium (Ba),leaching water,sand,dairy cattle,summer,147,86,35,50,65,80,104,124,µg/l,1,0,,,,,,,
2022,Barium (Ba),leaching water,sand,animal farm,summer,32,90,39,47,61,90,113,136,µg/l,1,0,,,,,,,
2022,Barium (Ba),leaching water,sand,all,summer,215,86,37,46,61,81,106,132,µg/l,1,0,,,,,,,
2022,Cadmium (Cd),leaching water,clay,arable farming,winter,30,<dg,<dg,<dg,<dg,<dg,0.05,0.06,µg/l,0.04,63,,,,,,,
2022,Cadmium (Cd),leaching water,clay,dairy cattle,winter,58,0.05,0.08,<dg,<dg,<dg,0.05,0.11,µg/l,0.04,69,,,,,,,
2022,Cadmium (Cd),leaching water,clay,animal farm,winter,13,0.06,0.07,<dg,<dg,<dg,0.06,0.14,µg/l,0.04,54,,,,,,,
2022,Cadmium (Cd),leaching water,clay,all,winter,101,0.05,0.06,<dg,<dg,<dg,0.05,0.09,µg/l,0.04,65,,,,,,,
2022,Cadmium (Cd),leaching water,loess,arable farming,winter,19,0.18,0.41,<dg,<dg,<dg,0.07,0.48,µg/l,0.04,74,,,,,,,
2022,Cadmium (Cd),leaching water,loess,dairy cattle,winter,20,0.05,0.09,<dg,<dg,<dg,0.05,0.11,µg/l,0.04,70,,,,,,,
2022,Cadmium (Cd),leaching water,loess,all,winter,48,0.1,0.29,<dg,<dg,<dg,<dg,0.26,µg/l,0.04,73,,,,,,,
2022,Cadmium (Cd),leaching water,peat,dairy cattle,winter,55,0.1,0.25,<dg,<dg,<dg,0.11,0.19,µg/l,0.04,51,,,,,,,
2022,Cadmium (Cd),leaching water,peat,all,winter,55,0.1,0.25,<dg,<dg,<dg,0.11,0.19,µg/l,0.04,51,,,,,,,
2022,Cadmium (Cd),leaching water,sand,arable farming,summer,36,0.29,0.38,0.06,0.12,0.19,0.29,0.53,µg/l,0.04,8.3,,,,,,,
2022,Cadmium (Cd),leaching water,sand,dairy cattle,summer,147,0.2,0.22,<dg,0.06,0.13,0.25,0.42,µg/l,0.04,18,,,,,,,
2022,Cadmium (Cd),leaching water,sand,animal farm,summer,32,0.34,0.45,<dg,0.11,0.23,0.36,0.67,µg/l,0.04,12,,,,,,,
2022,Cadmium (Cd),leaching water,sand,all,summer,215,0.25,0.33,<dg,0.09,0.16,0.29,0.55,µg/l,0.04,15,,,,,,,
2022,Cadmium (Cd),ditch water,clay,arable farming,winter,30,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,93,,,,,,,
2022,Cadmium (Cd),ditch water,clay,arable farming,summer,29,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,97,,,,,,,
2022,Cadmium (Cd),ditch water,clay,dairy cattle,summer,52,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,96,,,,,,,
2022,Cadmium (Cd),ditch water,clay,dairy cattle,winter,57,<dg,0.05,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,95,,,,,,,
2022,Cadmium (Cd),ditch water,clay,animal farm,summer,12,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,100,,,,,,,
2022,Cadmium (Cd),ditch water,clay,animal farm,winter,13,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,92,,,,,,,
2022,Cadmium (Cd),ditch water,clay,all,summer,93,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,97,,,,,,,
2022,Cadmium (Cd),ditch water,clay,all,winter,100,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,94,,,,,,,
2022,Cadmium (Cd),ditch water,peat,dairy cattle,summer,54,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,98,,,,,,,
2022,Cadmium (Cd),ditch water,peat,dairy cattle,winter,55,<dg,0.07,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,91,,,,,,,
2022,Cadmium (Cd),ditch water,peat,all,summer,54,<dg,<dg,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,98,,,,,,,
2022,Cadmium (Cd),ditch water,peat,all,winter,55,<dg,0.07,<dg,<dg,<dg,<dg,<dg,µg/l,0.04,91,,,,,,,
2022,Cadmium (Cd),ditch water,sand,arable farming,summer,15,<dg,<dg,<dg,<dg,<dg,<dg,0.05,µg/l,0.04,80,,,,,,,
2022,Cadmium (Cd),ditch water,sand,arable farming,winter,19,0.09,0.06,<dg,0.06,0.08,0.12,0.15,µg/l,0.04,16,,,,,,,
2022,Cadmium (Cd),ditch water,sand,dairy cattle,winter,31,0.09,0.07,<dg,<dg,0.07,0.12,0.2,µg/l,0.04,32,,,,,,,
2022,Cadmium (Cd),ditch water,sand,dairy cattle,summer,26,<dg,<dg,<dg,<dg,<dg,<dg,0.05,µg/l,0.04,81,,,,,,,
2022,Cadmium (Cd),ditch water,sand,all,winter,59,0.11,0.11,<dg,0.05,0.07,0.16,0.25,µg/l,0.04,25,,,,,,,
2022,Cadmium (Cd),ditch water,sand,all,summer,49,<dg,0.06,<dg,<dg,<dg,<dg,0.07,µg/l,0.04,73,,,,,,,
2022,Calcium (Ca),leaching water,clay,arable farming,winter,30,218,65,153,188,207,242,261,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),leaching water,clay,dairy cattle,winter,58,185,79,102,146,178,206,265,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),leaching water,clay,animal farm,winter,13,154,58,98,119,138,195,218,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),leaching water,clay,all,winter,101,196,74,113,153,193,226,263,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),leaching water,loess,arable farming,winter,19,64,21,44,48,59,71,98,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),leaching water,loess,dairy cattle,winter,20,44,11,33,39,47,49,55,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),leaching water,loess,all,winter,48,54,22,27,42,49,62,87,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),leaching water,peat,dairy cattle,winter,55,128,89,33,58,104,187,247,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),leaching water,peat,all,winter,55,128,89,33,58,104,187,247,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),leaching water,sand,arable farming,summer,36,62,31,32,48,59,66,104,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),leaching water,sand,dairy cattle,summer,147,55,39,21,31,43,66,102,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),leaching water,sand,animal farm,summer,32,53,35,15,28,49,67,90,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),leaching water,sand,all,summer,215,56,37,20,32,50,66,101,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),ditch water,clay,arable farming,winter,30,187,47,129,155,187,209,234,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),ditch water,clay,arable farming,summer,29,130,73,68,81,104,140,218,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),ditch water,clay,dairy cattle,summer,52,88,74,46,59,70,93,119,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),ditch water,clay,dairy cattle,winter,57,144,77,75,96,136,169,213,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),ditch water,clay,animal farm,summer,12,68,41,43,48,53,62,149,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),ditch water,clay,animal farm,winter,13,126,83,45,75,113,154,214,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),ditch water,clay,all,winter,100,161,70,79,115,161,196,231,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),ditch water,clay,all,summer,93,105,75,48,62,81,119,207,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),ditch water,peat,dairy cattle,summer,54,56,17,39,46,54,68,75,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),ditch water,peat,dairy cattle,winter,55,69,42,30,45,62,76,113,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),ditch water,peat,all,summer,54,56,17,39,46,54,68,75,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),ditch water,peat,all,winter,55,69,42,30,45,62,76,113,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),ditch water,sand,arable farming,winter,19,49,24,28,33,43,62,77,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),ditch water,sand,arable farming,summer,15,38,12,25,31,36,43,54,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),ditch water,sand,dairy cattle,summer,26,47,24,19,30,42,59,80,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),ditch water,sand,dairy cattle,winter,31,40,26,18,25,30,50,67,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),ditch water,sand,all,winter,59,45,25,22,28,35,62,71,mg/l,0.15,0,,,,,,,
2022,Calcium (Ca),ditch water,sand,all,summer,49,44,21,22,31,41,51,76,mg/l,0.15,0,,,,,,,
2022,Chloride (Cl),leaching water,clay,arable farming,winter,30,254,420,35,59,112,180,593,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),leaching water,clay,dairy cattle,winter,58,169,316,19,28,55,151,362,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),leaching water,clay,animal farm,winter,13,81,86,16,22,61,94,172,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),leaching water,clay,all,winter,101,197,356,21,38,79,162,421,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),leaching water,loess,arable farming,winter,19,30,9.5,17,23,31,36,39,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),leaching water,loess,dairy cattle,winter,20,16,7.6,6.4,9.9,14,22,27,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),ditch water,clay,arable farming,summer,29,1043,2055,56,133,313,621,4050,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),ditch water,clay,arable farming,winter,30,243,269,49,90,138,242,584,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),ditch water,clay,dairy cattle,summer,52,301,618,41,85,157,264,551,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),ditch water,clay,dairy cattle,winter,57,225,415,22,37,71,185,605,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),ditch water,clay,animal farm,summer,12,235,385,43,54,89,135,609,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),ditch water,clay,animal farm,winter,13,97,91,39,40,51,94,266,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),ditch water,clay,all,winter,100,218,332,30,47,105,208,591,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),ditch water,clay,all,summer,93,627,1492,42,85,173,451,950,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),leaching water,loess,all,winter,48,23,12,6.4,13,24,31,37,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),leaching water,peat,dairy cattle,winter,55,51,73,19,22,30,52,99,mg/l,0.21,0,,,,,,,
2022,Chloride (Cl),leaching water,peat,all,winter,55,51,73,19,22,30,52,99,mg/l,0.21,0,,,,,,,
